100	568.739990	1298.099976	1931.290039	2855.669922	3485.229980	4232.520020	4611.189941	5643.220215	6880.509766	7674.290039	8176.379883	9199.519531	9620.169922	10383.589844	11365.150391	11840.900391	
200	592.849976	1216.410034	1878.560059	2559.489990	3129.159912	3899.189941	4120.060059	5722.870117	6621.560059	6942.049805	8151.450195	8782.230469	9733.650391	10482.849609	11510.769531	12237.400391	
300	642.200012	1351.560059	1894.030029	2690.179932	3047.879883	3905.310059	4285.839844	5301.060059	5864.930176	6481.089844	7121.120117	8224.190430	9643.559570	9574.950195	10637.599609	11276.860352	
400	672.320007	1316.660034	2047.750000	2605.270020	3321.600098	3901.959961	4563.870117	5240.839844	5663.100098	6754.919922	7029.620117	7562.970215	8631.379883	9240.950195	9764.759766	10315.709961	
500	680.750000	1412.189941	2030.949951	2682.229980	3484.580078	4098.609863	4640.649902	5529.589844	5658.549805	7007.120117	7251.439941	7837.319824	8571.549805	8785.940430	9733.580078	10827.139648	
600	678.460022	1393.020020	2074.169922	2810.389893	3371.530029	4117.330078	4830.279785	5389.669922	5920.759766	6589.819824	7353.450195	8165.290039	8636.139648	9407.450195	9762.900391	9739.040039	
700	685.859985	1370.310059	2054.300049	2800.459961	3403.300049	4040.479980	4728.089844	5841.290039	6476.850098	7008.180176	7511.930176	8117.890137	7285.520020	9268.160156	9944.379883	10758.750000	
800	773.109985	1397.959961	2070.399902	2760.149902	3568.820068	3522.600098	4891.609863	5408.040039	6461.060059	7065.589844	7593.660156	8359.690430	9470.500000	9703.000000	10306.480469	10958.730469	
900	850.590027	1436.430054	2127.739990	2824.010010	3457.929932	4171.439941	4967.450195	5866.939941	6170.979980	6682.959961	7442.439941	8140.640137	9262.929688	10138.990234	10938.219727	11180.469727	
1000	953.559998	1479.339966	2123.629883	2791.239990	3522.090088	4157.589844	3897.699951	5663.279785	6407.910156	6879.930176	7572.660156	8136.729980	8976.559570	9750.790039	10873.990234	11368.459961	
2000	2204.209961	2415.669922	2382.080078	3004.909912	3735.550049	4275.450195	5020.270020	5766.950195	6598.589844	7277.279785	7880.950195	8473.490234	9230.280273	9892.049805	11197.709961	11938.030273	
3000	4509.870117	4559.490234	4183.100098	4061.439941	4139.120117	4771.379883	5284.580078	5991.379883	6604.270020	6840.799805	8132.709961	8696.179688	9553.620117	10424.250000	10928.690430	11787.049805	
4000	7467.109863	6907.600098	6647.490234	6558.729980	6374.009766	6158.520020	6256.500000	6681.549805	7114.040039	7638.939941	8539.429688	9222.370117	9714.230469	10490.330078	10955.379883	12041.150391	
5000	11528.139648	10720.299805	8804.299805	9203.110352	8756.639648	8577.219727	8324.849609	8566.040039	8778.169922	9158.849609	9511.660156	9919.990234	10530.480469	11063.740234	11708.360352	11976.809570	
6000	16463.339844	15157.700195	11672.799805	12696.660156	11935.570312	11754.299805	11278.290039	11225.429688	11306.469727	11555.469727	12184.830078	12110.830078	12689.469727	12621.240234	13125.889648	13448.349609	
7000	21991.009766	18771.449219	15489.269531	16496.609375	15643.400391	15257.150391	13909.419922	14512.410156	14222.219727	14616.179688	14321.349609	14728.290039	15242.669922	15725.379883	15665.219727	16446.509766	
8000	28357.480469	25273.500000	19685.710938	20685.470703	19637.160156	19487.160156	17611.980469	18014.070312	17631.980469	17790.900391	17771.980469	17838.210938	18309.119141	18496.970703	18892.640625	19261.310547	
9000	36010.410156	30754.160156	24805.500000	25425.550781	24685.529297	24151.939453	21715.880859	21962.050781	21739.539062	22092.550781	21389.380859	21472.109375	21847.699219	22151.150391	22026.029297	22375.310547	
10000	44373.621094	39644.218750	29949.779297	29059.439453	30199.720703	29516.199219	26531.679688	26692.160156	26281.619141	26606.400391	25810.080078	25577.300781	26168.419922	26082.519531	25998.140625	26560.320312	
20000	170764.437500	136466.734375	115498.359375	95941.023438	101858.500000	96647.382812	92855.117188	91800.500000	88356.562500	87825.156250	85245.679688	85529.218750	85739.921875	83676.320312	81947.921875	84119.382812	
30000	351468.156250	254296.765625	237291.312500	175458.796875	185839.437500	178676.093750	163717.859375	154826.656250	148865.765625	150824.375000	144602.062500	143051.421875	143846.718750	139839.062500	139520.796875	135776.734375	
40000	528334.062500	390285.187500	354059.281250	258247.296875	291319.062500	268819.781250	260147.343750	247635.156250	244422.515625	235158.656250	230237.421875	228029.421875	224273.546875	223322.703125	222590.703125	222300.625000	
50000	807637.500000	543462.625000	499533.125000	381741.375000	416942.625000	397436.968750	385815.812500	369843.906250	362368.531250	359139.750000	351375.281250	353347.593750	348202.750000	342114.562500	342181.093750	340247.593750	
60000	1113322.750000	729946.812500	673447.687500	526821.625000	596354.625000	559332.625000	542831.125000	529035.187500	518032.000000	510650.562500	506273.281250	501546.687500	497784.625000	493401.687500	492298.562500	486073.437500	
